User Category,Month,User cost center name,Billing code - description,B/W print (A4),B/W copy (A4),Color print (A4),Color copy (A4),One Color print (A4),One Color copy (A4),One Color print (A3),One Color copy (A3),Local B/W print (A4),Local color print (A4),B/W print (A3),B/W copy (A3),Color print (A3),Color copy (A3),Local copy (A4),B/W A3,Color A3,B/W A4,Color A/4,B/W pages,Color pages,Total
Faculty & Researcher,December 2023,employee,researcher,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,2,26,28
Student,December 2023,student,degree,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,0,28
Student,December 2023,student,degree,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,28
Student,December 2023,student,degree,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,11,17,28
Student,December 2023,student,degree,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,15,13,28
Student,December 2023,student,degree,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,11,17,28
Student,December 2023,student,degree,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28,28
Others,December 2023,affiliate,--Unknown billing code--,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,0,27
Staff,December 2023,affiliate,contractor,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,0,27
Staff,December 2023,affiliate,contractor,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,27
Staff,December 2023,affiliate,contractor,1,10,12,1,0,0,0,0,0,0,0,0,2,1,0,0,3,11,13,11,16,27
Staff,December 2023,affiliate,contractor,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,27
Staff,December 2023,affiliate,contractor,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,14,13,27
Staff,December 2023,affiliate,contractor,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,4,23,27
Staff,December 2023,employee,administrator,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,5,0,22,0,27,27
Faculty & Researcher,December 2023,employee,faculty,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,25,2,27
Faculty & Researcher,December 2023,employee,faculty,23,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,23,4,27
Faculty & Researcher,December 2023,employee,faculty,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,9,18,27
Faculty & Researcher,December 2023,employee,researcher,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,2,25,27
Faculty & Researcher,December 2023,employee,researcher,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,0,27
Student,December 2023,student,degree,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,2,25,27
Student,December 2023,student,degree,6,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,6,21,27
Student,December 2023,student,degree,20,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,20,7,27
Student,December 2023,student,degree,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,0,27
Staff,December 2023,affiliate,contractor,0,10,4,7,0,0,0,0,0,0,1,1,0,3,0,2,3,10,11,12,14,26
Staff,December 2023,affiliate,contractor,5,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,5,21,26
Staff,December 2023,affiliate,contractor,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,26
Staff,December 2023,affiliate,contractor,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,25,26
Others,December 2023,Default cost center,--Unknown billing code--,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,26
Staff,December 2023,employee,administrator,13,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,26
Faculty & Researcher,December 2023,employee,faculty,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,26
Faculty & Researcher,December 2023,employee,faculty,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,4,22,26
Faculty & Researcher,December 2023,employee,faculty,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,26
Faculty & Researcher,December 2023,employee,faculty,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,6,20,26
Faculty & Researcher,December 2023,employee,researcher,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,26
Faculty & Researcher,December 2023,employee,researcher,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,22,4,26
Student,December 2023,student,degree,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,26
Student,December 2023,student,degree,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,26
Student,December 2023,student,degree,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,26
Student,December 2023,student,degree,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,26
Student,December 2023,student,degree,19,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,19,7,26
Staff,December 2023,affiliate,ad_contingent,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,25
Staff,December 2023,affiliate,contractor,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,25
Faculty & Researcher,December 2023,employee,researcher,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,9,16,25
Faculty & Researcher,December 2023,employee,researcher,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,24,1,25
Faculty & Researcher,December 2023,employee,researcher,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,25
Student,December 2023,student,degree,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,25
Student,December 2023,student,degree,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,25
Student,December 2023,student,degree,8,0,2,0,0,0,0,0,0,0,11,0,4,0,0,11,4,8,2,19,6,25
Student,December 2023,student,degree,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,7,18,25
Student,December 2023,student,degree,21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,21,4,25
Student,December 2023,student,degree,18,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,18,7,25
Student,December 2023,student,degree,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,25
Student,December 2023,student,degree,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,12,13,25
Staff,December 2023,affiliate,ad_contingent,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,24
Staff,December 2023,affiliate,contractor,3,0,15,5,0,0,0,0,0,0,0,0,1,0,0,0,1,3,20,3,21,24
Staff,December 2023,affiliate,contractor,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,24
Staff,December 2023,affiliate,contractor,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,24
Faculty & Researcher,December 2023,employee,adjunct faculty,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,24
Faculty & Researcher,December 2023,employee,faculty,5,0,17,0,0,0,0,0,0,0,2,0,0,0,0,2,0,5,17,7,17,24
Faculty & Researcher,December 2023,employee,faculty,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,24
Faculty & Researcher,December 2023,employee,faculty,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,24
Faculty & Researcher,December 2023,employee,faculty,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,24
Faculty & Researcher,December 2023,employee,faculty,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,24
Faculty & Researcher,December 2023,employee,researcher,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,24
Faculty & Researcher,December 2023,employee,researcher,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,11,13,24
Faculty & Researcher,December 2023,employee,researcher,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,2,22,24
Others,December 2023,student,--Unknown billing code--,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,24
Student,December 2023,student,degree,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,24
Student,December 2023,student,degree,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,24
Student,December 2023,student,degree,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,4,20,24
Student,December 2023,student,degree,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,2,22,24
Staff,December 2023,affiliate,contractor,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,22,23
Staff,December 2023,affiliate,contractor,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,19,0,23,23
Staff,December 2023,affiliate,employee_of_vendor,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,23
Staff,December 2023,affiliate,security_staff,6,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,6,17,23
Faculty & Researcher,December 2023,employee,faculty,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,12,11,23
Faculty & Researcher,December 2023,employee,faculty,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,23
Faculty & Researcher,December 2023,employee,faculty,2,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,18,5,23
Faculty & Researcher,December 2023,employee,researcher,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,23
Student,December 2023,student,degree,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,23
Student,December 2023,student,degree,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,8,15,23
Student,December 2023,student,degree,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,23
Student,December 2023,student,degree,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,18,5,23
Student,December 2023,student,degree,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,23
Staff,December 2023,affiliate,contractor,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,22
Staff,December 2023,affiliate,contractor,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,22
Staff,December 2023,employee,administrator,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,10,12,22
Staff,December 2023,employee,administrator,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,21,1,22
Faculty & Researcher,December 2023,employee,faculty,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,2,20,22
Faculty & Researcher,December 2023,employee,faculty,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,22
Faculty & Researcher,December 2023,employee,faculty,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,22
Faculty & Researcher,December 2023,employee,faculty,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,22
Faculty & Researcher,December 2023,employee,researcher,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,22
Faculty & Researcher,December 2023,employee,researcher,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,22
Faculty & Researcher,December 2023,employee,researcher,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,22
Faculty & Researcher,December 2023,employee,researcher,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,22
Student,December 2023,student,degree,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,20,2,22
Student,December 2023,student,degree,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,19,3,22
Student,December 2023,student,degree,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,8,14,22
Student,December 2023,student,degree,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,22
Student,December 2023,student,degree,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,22
Student,December 2023,student,degree,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,22
Student,December 2023,student,degree,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,22
Student,December 2023,student,degree,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,22
Student,December 2023,student,degree,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,22
Staff,December 2023,affiliate,contractor,0,0,0,5,0,0,0,0,0,0,0,0,0,16,0,0,16,0,5,0,21,21
Staff,December 2023,affiliate,contractor,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21
Staff,December 2023,affiliate,contractor,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21
Staff,December 2023,affiliate,contractor,17,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,17,3,17,4,21
Staff,December 2023,employee,administrator,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21
Staff,December 2023,employee,administrator,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,8,13,21
Staff,December 2023,employee,administrator,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,7,14,21
Faculty & Researcher,December 2023,employee,faculty,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
Faculty & Researcher,December 2023,employee,researcher,3,0,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,17,4,17,21
Faculty & Researcher,December 2023,employee,researcher,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,9,12,21
Faculty & Researcher,December 2023,employee,researcher,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,20,21
Faculty & Researcher,December 2023,employee,researcher,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
Faculty & Researcher,December 2023,employee,researcher,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
Others,December 2023,student,--Unknown billing code--,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
Student,December 2023,student,degree,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,20,21
Student,December 2023,student,degree,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
Student,December 2023,student,degree,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21
Student,December 2023,student,degree,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,17,4,21
Student,December 2023,student,degree,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,18,21
Student,December 2023,student,degree,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,5,16,21
Student,December 2023,student,degree,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21
Student,December 2023,student,degree,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21
Student,December 2023,student,degree,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,12,9,21
Staff,December 2023,affiliate,ad_contingent,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
Staff,December 2023,affiliate,contractor,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Staff,December 2023,affiliate,contractor,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
Staff,December 2023,affiliate,contractor,14,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,4,14,0,16,4,20
Staff,December 2023,affiliate,contractor,4,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,15,4,16,20
Staff,December 2023,affiliate,contractor,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Staff,December 2023,affiliate,contractor,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Staff,December 2023,affiliate,contractor,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Staff,December 2023,affiliate,contractor,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Staff,December 2023,affiliate,contractor,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
Staff,December 2023,affiliate,contractor,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Staff,December 2023,affiliate,contractor,7,0,11,0,0,0,0,0,0,0,0,0,1,1,0,0,2,7,11,7,13,20
Staff,December 2023,affiliate,contractor,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Staff,December 2023,affiliate,contractor,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,20
Staff,December 2023,affiliate,contractor,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Staff,December 2023,affiliate,security_staff,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,17,20
Staff,December 2023,affiliate,security_staff,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Staff,December 2023,employee,administrator,3,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,17,20
Staff,December 2023,employee,administrator,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Faculty & Researcher,December 2023,employee,faculty,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Faculty & Researcher,December 2023,employee,researcher,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
Faculty & Researcher,December 2023,employee,researcher,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,14,6,20
Faculty & Researcher,December 2023,employee,researcher,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
Faculty & Researcher,December 2023,employee,researcher,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,2,18,20
Faculty & Researcher,December 2023,employee,researcher,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
Faculty & Researcher,December 2023,employee,researcher,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
Student,December 2023,student,degree,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,17,3,20
Student,December 2023,student,degree,12,0,2,0,0,0,0,0,0,0,1,0,5,0,0,1,5,12,2,13,7,20
Student,December 2023,student,degree,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
Student,December 2023,student,degree,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20
Student,December 2023,student,degree,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,20
Student,December 2023,student,degree,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20
Student,December 2023,student,degree,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,18,2,20
Staff,December 2023,affiliate,contractor,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,9,10,19
Staff,December 2023,affiliate,contractor,4,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,4,15,19
Staff,December 2023,affiliate,contractor,14,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,14,5,19
Staff,December 2023,employee,administrator,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,0,0,19,19
Staff,December 2023,employee,administrator,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,19
Faculty & Researcher,December 2023,employee,faculty,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,12,7,19
Faculty & Researcher,December 2023,employee,faculty,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,19
Faculty & Researcher,December 2023,employee,faculty,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,19
Faculty & Researcher,December 2023,employee,faculty,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,19
Staff,December 2023,employee,prospective_employee,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,18,1,19
Student,December 2023,student,degree,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,19
Student,December 2023,student,degree,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,19
Student,December 2023,student,degree,5,0,0,0,0,0,0,0,0,0,13,0,1,0,0,13,1,5,0,18,1,19
Student,December 2023,student,degree,0,0,0,0,0,0,0,0,0,0,2,0,17,0,0,2,17,0,0,2,17,19
Student,December 2023,student,degree,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,10,9,19
Student,December 2023,student,degree,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,19
Student,December 2023,student,degree,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,8,11,19
Student,December 2023,student,degree,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,16,19
Student,December 2023,student,degree,16,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,2,17,2,19
Student,December 2023,student,degree,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,14,5,19
Student,December 2023,student,degree,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,2,17,19
Student,December 2023,student,degree,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,9,10,19
Staff,December 2023,affiliate,contractor,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,17,1,18
Staff,December 2023,affiliate,contractor,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,18
Staff,December 2023,affiliate,contractor,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,6,12,18
Staff,December 2023,affiliate,contractor,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,12,6,18
Staff,December 2023,affiliate,contractor,0,1,8,0,0,0,0,0,0,0,1,0,8,0,0,1,8,1,8,2,16,18
Staff,December 2023,affiliate,security_staff,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,6,12,18
Staff,December 2023,employee,administrator,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,18
Staff,December 2023,employee,administrator,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,18
Staff,December 2023,employee,administrator,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,18
Faculty & Researcher,December 2023,employee,faculty,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,18
Student,December 2023,student,degree,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,18
Student,December 2023,student,degree,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,18
Student,December 2023,student,degree,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,17,1,18
Student,December 2023,student,degree,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,18
Student,December 2023,student,degree,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,18
Student,December 2023,student,degree,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,13,5,18
Student,December 2023,student,degree,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,18
Student,December 2023,student,degree,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,18
Student,December 2023,student,degree,3,0,2,0,0,0,0,0,0,0,3,0,10,0,0,3,10,3,2,6,12,18
Student,December 2023,student,degree,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,18
Staff,December 2023,affiliate,contractor,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,14,3,17
Staff,December 2023,affiliate,contractor,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,14,17
Faculty & Researcher,December 2023,employee,adjunct faculty,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,17
Staff,December 2023,employee,administrator,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,17
Faculty & Researcher,December 2023,employee,faculty,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,17
Faculty & Researcher,December 2023,employee,faculty,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,17
Faculty & Researcher,December 2023,employee,faculty,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,17
Faculty & Researcher,December 2023,employee,researcher,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,17
Faculty & Researcher,December 2023,employee,researcher,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,17
Faculty & Researcher,December 2023,employee,researcher,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,16,1,17
Faculty & Researcher,December 2023,employee,researcher,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,14,3,17
Student,December 2023,student,degree,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,17
Student,December 2023,student,degree,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,6,11,0,0,6,11,17
Student,December 2023,student,degree,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,9,8,17
Student,December 2023,student,degree,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,17
Student,December 2023,student,degree,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,17
Student,December 2023,student,degree,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,12,5,17
Student,December 2023,student,degree,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,9,8,17
Student,December 2023,student,degree,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,6,0,17,17
Student,December 2023,student,degree,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,17
Staff,December 2023,affiliate,contractor,3,0,8,4,0,0,0,0,0,0,0,0,1,0,0,0,1,3,12,3,13,16
